,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
46,10217209,RS XII PHOENIX OWNER 2 L P,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4316 N 106TH DR,PHOENIX,85037,RESIDENTIAL,211003141,9/16/21,WD,48700,4870,195000,19500,243700,24370,78497,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,1,1,33.4978564,33.4977428,-112.2895097,-112.2897062,33.4977904,-112.289606
49,10217237,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10625 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,40200,4020,160900,16090,201100,20110,54949,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.4994679,33.4993018,-112.2894901,-112.2896878,33.4993702,-112.289606
56,10217289,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4307 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,47200,4720,188800,18880,236000,23600,64334,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.4975413,33.4974157,-112.2880453,-112.2882712,33.4974807,-112.2881624
59,10217298,CROWNE PROPERTY ACQUISITIONS LLC,RENU PROPERTY MANAGEMENT,2325 POINTE PKWY SUITE 250,CARMEL,IN,46032,USA,4343 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,220007131,1/4/22,WD,45300,4530,181200,18120,226500,22650,61775,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CROWNE PROPERTY ACQUISITIONS LLC,,Y,1,1,1,33.498788,33.4986558,-112.2881241,-112.288304,33.4987191,-112.2882089
62,10217309A,RSTK PHOENIX OWNER 1 L P,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4427 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,220468626,6/1/22,SD,50200,5020,201000,20100,251200,25120,79692,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,1,1,33.5005372,33.5003766,-112.2880649,-112.2882567,33.5004488,-112.2881856
63,10217312,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4439 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,54600,5460,218400,21840,273000,27300,99316,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.5008896,33.5007647,-112.2880495,-112.2882168,33.5008153,-112.2881158
69,10217323,RSTK PHOENIX OWNER 1 L P,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4454 N 105TH AVE,PHOENIX,85037,RESIDENTIAL,220435354,5/19/22,WD,48800,4880,195400,19540,244200,24420,77645,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,1,1,33.5007745,33.5005761,-112.2864221,-112.2866269,33.5006819,-112.2865091
73,10217347,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10424 W MONTECITO AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,54900,5490,219600,21960,274500,27450,89248,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.4991835,33.4990038,-112.2854272,-112.285588,33.4991291,-112.2854846
75,10217375,VM PRONTO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,10414 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,220069562,1/24/22,WD,49500,4950,198000,19800,247500,24750,77813,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,1,1,33.4999652,33.4998091,-112.2851321,-112.2852998,33.499905,-112.2852284
77,10217377,TAH 2017-2 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,10402 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,170944836,12/21/17,SD,45700,4570,182800,18280,228500,22850,66894,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,1,1,33.5000104,33.4998483,-112.2847288,-112.2849111,33.4999424,-112.2848093
78,10217378,2017-1 IH BORROWER LP,INVITATION HOMES,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,10340 W CALLE DE PLATA,PHOENIX,85037,RESIDENTIAL,170314434,5/1/17,SD,46800,4680,187400,18740,234200,23420,69282,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,1,1,33.5000212,33.4998703,-112.2845524,-112.2847288,33.4999688,-112.2846696
81,10217389,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,10413 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,49200,4920,196900,19690,246100,24610,70988,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5002867,33.500091,-112.2851629,-112.2853521,33.5001872,-112.285275
82,10217390,THR PHOENIX LLC,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,10407 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,120554054,6/25/12,WD,47500,4750,190300,19030,237800,23780,72012,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,1,1,33.5002819,33.500134,-112.2849682,-112.2851445,33.5001895,-112.2850422
83,10217401,RS XII PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,10424 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,210707960,6/28/21,WD,48300,4830,193200,19320,241500,24150,72184,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,,Y,1,1,1,33.5006464,33.5005073,-112.285725,-112.2858931,33.5005894,-112.2857873
84,10217410,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,10322 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,47600,4760,190600,19060,238200,23820,75938,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5007458,33.5006117,-112.283954,-112.284117,33.5006738,-112.2840176
85,10217413,PROGRESS RESIDENTIAL BORROWER 15 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10308 W CALLE DEL ORO,PHOENIX,85037,RESIDENTIAL,201190436,12/3/20,SD,47200,4720,189100,18910,236300,23630,72867,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,1,1,33.5007443,33.5006071,-112.283353,-112.2835158,33.500696,-112.2834588
88,10217434,VM MASTER ISSUER LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,10412 W CALLE DE EDENS,PHOENIX,85037,RESIDENTIAL,220318550,4/11/22,SD,53100,5310,212500,21250,265600,26560,79692,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM MASTER ISSUER LLC,,Y,1,1,1,33.5013852,33.5012409,-112.2853395,-112.285516,33.5013248,-112.2854147
96,10217569,BAF 3 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,10347 W HAZELWOOD AVE,PHOENIX,85037,RESIDENTIAL,211221940,11/15/21,WD,52100,5210,208600,20860,260700,26070,79692,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,1,1,33.5031201,33.502914,-112.284916,-112.2851325,33.5030164,-112.2850422
106,10217630,MCH SFR PROPERTY OWNER 3 LLC,MY COMMUNITY HOMES,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,4524 N 105TH AVE,PHOENIX,85037,RESIDENTIAL,220255477,3/22/22,SD,50600,5060,202400,20240,253000,25300,82252,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 3 LLC,,Y,1,1,1,33.5027685,33.5026001,-112.2865169,-112.2867442,33.5026762,-112.2866255
110,10217646,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4437 N 102ND WY,PHOENIX,85037,RESIDENTIAL,170842994,11/14/17,SD,54600,5460,218500,21850,273100,27310,94026,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5013698,33.5012084,-112.2820712,-112.2822662,33.5012746,-112.2821548
115,10217670,SFR ACQUISITIONS 1 LLC,"PATHLIGHT PROPERTY MANAGEMENT	",6500 INTERNATIONAL PKWY STE 1100,PLANO,TX,75093,USA,10221 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,211201774,11/9/21,WD,58000,5800,232300,23230,290300,29030,96415,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 1 LLC,,Y,1,1,1,33.4994925,33.4993185,-112.2810203,-112.2812139,33.4993727,-112.281107
119,10217694,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4222 N 101ST AVE,PHOENIX,85037,RESIDENTIAL,190271868,4/17/19,WD,54000,5400,216100,21610,270100,27010,93515,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.4968374,33.4966819,-112.2796782,-112.279865,33.4967752,-112.2797798
120,10217700,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,10108 W GLENROSA AVE,PHOENIX,85037,RESIDENTIAL,180504461,7/2/18,SD,53200,5320,212900,21290,266100,26610,84642,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.4976226,33.497459,-112.279153,-112.2793902,33.497537,-112.2792675
121,10217704,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10115 W AVENIDA CORDONIZ,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,52200,5220,208900,20890,261100,26110,86518,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,,,,,33.4977859,-112.2790815
122,10217727,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10107 W ROMA AVE,PHOENIX,85037,RESIDENTIAL,180716150,9/24/18,WD,48400,4840,193700,19370,242100,24210,76449,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.5001031,33.4999436,-112.2787426,-112.278907,33.4999945,-112.2788018
123,10217736,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,10115 W SELLS DR,PHOENIX,85037,RESIDENTIAL,220331437,4/14/22,SD,51300,5130,205400,20540,256700,25670,81911,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,,,,,33.5007857,-112.279082
125,10217761,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4205 N 101ST AVE,PHOENIX,85037,RESIDENTIAL,180504461,7/2/18,SD,53700,5370,215000,21500,268700,26870,92322,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.4963983,33.4962399,-112.2804444,-112.2806239,33.4963021,-112.2805249
127,10217774,TAH 2018-1 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4513 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180295535,4/19/18,SD,40000,4000,160300,16030,200300,20030,63993,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,1,1,33.5024754,33.5023355,-112.287903,-112.2880675,33.5024214,-112.2879761
128,10217776,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4525 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,180504460,7/2/18,SD,56500,5650,226200,22620,282700,28270,100682,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5028591,33.5026826,-112.2876926,-112.2879318,33.5027891,-112.2877898
132,10217790,BAF 3 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE,AUSTIN,TX,78746,USA,4520 N 106TH AVE,PHOENIX,85037,RESIDENTIAL,210699742,6/25/21,WD,53200,5320,213100,21310,266300,26630,94198,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,1,1,33.5028726,33.5026573,-112.2882016,-112.2884424,33.5027756,-112.2883021
133,10217791,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4720 N 106TH DR,PHOENIX,85037,RESIDENTIAL,190733166,9/18/19,WD,48700,4870,194800,19480,243500,24350,78838,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.505283,33.5051345,-112.2894713,-112.2896618,33.5052316,-112.289606
138,10217809,RS XII NM PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4501 N 106TH DR,PHOENIX,85037,RESIDENTIAL,220432846,5/19/22,SD,53100,5310,212600,21260,265700,26570,94026,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,1,1,33.5020143,33.501857,-112.2890496,-112.2892157,33.5019359,-112.289117
142,10217854,MILE HIGH BORROWER 1 VALUE LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4732 N 103RD LN,PHOENIX,85037,RESIDENTIAL,220424324,5/16/22,WD,50000,5000,200000,20000,250000,25000,79010,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,,Y,1,1,1,33.5059082,33.5057696,-112.2850064,-112.2852156,33.5058256,-112.2851353
148,10218043,RH PARTNERS OWNERCO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,4803 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190698324,9/6/19,WD,55800,5580,223300,22330,279100,27910,131398,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,1,1,33.5072142,33.5070789,-112.2604417,-112.2606623,33.5071608,-112.2605229
149,10218045,TAH MS BORROWER LLC,TRICON AMERICAN HOMES,PO BOX 15086,SANTA ANA,CA,92735,USA,4811 N 93RD DR,PHOENIX,85037,RESIDENTIAL,170793314,10/26/17,SD,55300,5530,221200,22120,276500,27650,129008,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,1,1,33.5075282,33.5073976,-112.2604529,-112.2606811,33.5074682,-112.2605462
151,10218048,CPI AMHERST SFR PROGRAM OWNER L L C,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,787461053,USA,4827 N 93RD DR,PHOENIX,85037,RESIDENTIAL,190516294,7/9/19,SD,60100,6010,240600,24060,300700,30070,149658,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM OWNER LLC,,Y,1,1,1,33.5080202,33.5079011,-112.2604993,-112.2606758,33.5079583,-112.2605928
155,10218073,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4730 N 94TH LN,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,60900,6090,243900,24390,304800,30480,144708,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.506588,33.5064472,-112.2634113,-112.2635743,33.506516,-112.2635034
160,10218094,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9435 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,56100,5610,224600,22460,280700,28070,133105,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.5067863,33.506591,-112.2629856,-112.2631464,33.5066869,-112.2630377
177,10218173,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9401 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,211180255,11/3/21,SD,61100,6110,244400,24440,305500,30550,151365,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.504625,33.504451,-112.2614881,-112.2616323,33.5045564,-112.2615475
180,10218190,AH4R PROPERTIES TWO LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO STE 300,CALABASAS,CA,91302,USA,9429 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,220365890,4/26/22,WD,59000,5900,236000,23600,295000,29500,139078,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,1,1,33.5053255,33.505202,-112.2626967,-112.2628577,33.5052684,-112.2628166
185,10218208,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4614 N 92ND LN,PHOENIX,85037,RESIDENTIAL,180756876,10/9/18,SD,60800,6080,243500,24350,304300,30430,157166,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.5045917,33.504471,-112.2595325,-112.2597022,33.5045255,-112.2596148
187,10218219,HUDSON SFR PROPERTY HOLDINGS II LLC,HUDSON HOMES,2711 N HASKELL AVE STE 2100,DALLAS,TX,75204,USA,9324 W HIGHLAND AVE,PHOENIX,85037,RESIDENTIAL,210776437,7/16/21,SD,63500,6350,254100,25410,317600,31760,157507,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HUDSON SFR PROPERTY HOLDINGS II LLC,,Y,1,1,1,33.5057278,33.5055679,-112.261175,-112.261346,33.5056648,-112.2612913
194,10218265,RH PARTNERS OWNERCO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,9136 W ELM ST,PHOENIX,85037,RESIDENTIAL,190770640,9/30/19,WD,48500,4850,194200,19420,242700,24270,101195,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RH PARTNERS OWNERCO LLC,,Y,1,1,1,33.5066786,33.5065395,-112.2566513,-112.2567879,33.5066078,-112.2567274
197,10218271,2018-3 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4727 N 91ST DR,PHOENIX,85037,RESIDENTIAL,180504459,7/2/18,SD,54100,5410,216600,21660,270700,27070,130033,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,1,1,33.5066632,33.5064729,-112.2554632,-112.2557167,33.5065689,-112.2556097
201,10218287,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9117 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,140570910,8/28/14,SD,51100,5110,204600,20460,255700,25570,106315,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.5040022,33.5038376,-112.2559398,-112.2560809,33.5039122,-112.2560288
208,10218308,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9134 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,150225423,4/2/15,0,51000,5100,204300,20430,255300,25530,106315,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,,Y,1,1,1,33.5043935,33.5042204,-112.2566212,-112.2567677,33.5043299,-112.2566808
209,10218316,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4626 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,52500,5250,210300,21030,262800,26280,122012,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5051212,33.5050129,-112.2559289,-112.2561766,33.5050676,-112.2560754
210,10218317,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4630 N 91ST DR,PHOENIX,85037,RESIDENTIAL,200241335,3/20/20,SD,58000,5800,232200,23220,290200,29020,137030,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.5052857,33.5051774,-112.2559374,-112.256092,33.5052426,-112.2560288
211,10218321,THR PHOENIX LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4710 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842994,11/14/17,SD,52700,5270,211100,21110,263800,26380,119112,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.5058798,33.5057795,-112.2559221,-112.2561488,33.5058247,-112.2560288
214,10218330,STAR 2022-SFR3 BORROWER L P,STARWOOD PROPERTY TRUST,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,4701 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220331438,4/14/22,SD,52500,5250,210300,21030,262800,26280,117919,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,1,1,33.5055771,33.5054735,-112.2563147,-112.256551,33.5055379,-112.256448
219,10218337,2017-2 IH BORROWER LP,INVITATION HOMES,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9125 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,51100,5110,204500,20450,255600,25560,106315,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,1,1,33.5047274,33.5045586,-112.2568128,-112.2569612,33.5046186,-112.2569137
224,10218352,PINE GROVE RESIDENTIAL FUNDING I LLC,RENTERS WAREHOUSE,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,4712 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220289367,3/31/22,WD,52900,5290,211800,21180,264700,26470,119967,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,1,1,33.5060067,33.5058996,-112.2567977,-112.2570386,33.5059491,-112.2569137
230,10218382,2017-1 IH BORROWER LP,INVITATION HOMES,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4702 N 92ND AVE,PHOENIX,85037,RESIDENTIAL,170683029,9/15/17,SD,53400,5340,213700,21370,267100,26710,121160,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,1,1,,,,,33.5057302,-112.2578379
233,10218388,VM PRONTO LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,9203 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,220069331,1/24/22,WD,60000,6000,240100,24010,300100,30010,146757,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,1,1,33.5068427,33.5066534,-112.2580023,-112.2582288,33.5067603,-112.2581245
236,10218397,PROGRESS RESIDENTIAL BORROWER 15 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9230 W ELM ST,PHOENIX,85037,RESIDENTIAL,201190436,12/3/20,SD,53000,5300,212200,21220,265200,26520,119967,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,1,1,33.5065741,33.5063677,-112.2588819,-112.2590129,33.5064613,-112.2589395
237,10218399,RJ AMERICAN HOMES 4 RENT ONE LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9222 W ELM ST,PHOENIX,85037,RESIDENTIAL,120796339,9/5/12,SD,53000,5300,212300,21230,265300,26530,118601,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RJ AMERICAN HOMES 4 RENT ONE LLC,,Y,1,1,1,33.5065875,33.5063962,-112.2584948,-112.2586185,33.5065315,-112.2585669
240,10218404,STARDOM RENTALS 2 LLC,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,4701 N 92ND DR,PHOENIX,85037,RESIDENTIAL,201188809,12/3/20,SD,47700,4770,191100,19110,238800,23880,97440,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,1,1,33.5057534,33.5056342,-112.2581386,-112.258312,33.505687,-112.2581944
